Entry,Entry name,Gene names,Protein families
Q12796,PNRC1_HUMAN,PNRC1 PROL2,"PNRC family, PNRC1 subfamily"
O00592,PODXL_HUMAN,PODXL PCLP PCLP1,Podocalyxin family
Q6ZWE6,PKHM3_HUMAN,PLEKHM3 DAPR PLEKHM1L,
P48454,PP2BC_HUMAN,PPP3CC CALNA3 CNA3,"PPP phosphatase family, PP-2B subfamily"
Q9NPJ4,PNRC2_HUMAN,PNRC2 HSPC208,"PNRC family, PNRC2 subfamily"
Q6PJE2,POZP3_HUMAN,POMZP3,
Q8TD55,PKHO2_HUMAN,PLEKHO2 PLEKHQ1 PP9099,
Q5SXH7,PKHS1_HUMAN,PLEKHS1 C10orf81,
Q8WVV4,POF1B_HUMAN,POF1B,
Q6NW34,NEPRO_HUMAN,NEPRO C3orf17,Nepro family
A8MPX8,PP2D1_HUMAN,PP2D1 C3orf48,PP2C family
P03897,NU3M_HUMAN,MT-ND3 MTND3 NADH3 ND3,Complex I subunit 3 family
Q9H490,PIGU_HUMAN,PIGU CDC91L1 PSEC0205 UNQ3055/PRO9875,PIGU family
Q8N2W9,PIAS4_HUMAN,PIAS4 PIASG,PIAS family
Q9NUD9,PIGV_HUMAN,PIGV,PIGV family
Q9H0N5,PHS2_HUMAN,PCBD2 DCOH2 DCOHM,Pterin-4-alpha-carbinolamine dehydratase family
Q8TDX9,PK1L1_HUMAN,PKD1L1 UNQ5785/PRO19563,Polycystin family
Q7Z442,PK1L2_HUMAN,PKD1L2 KIAA1879 PC1L2,Polycystin family
Q9H093,NUAK2_HUMAN,NUAK2 OMPHK2 SNARK,"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily"
Q8IV56,PRR15_HUMAN,PRR15,PRR15 family
Q92570,NR4A3_HUMAN,NR4A3 CHN CSMF MINOR NOR1 TEC,"Nuclear hormone receptor family, NR4 subfamily"
Q15406,NR6A1_HUMAN,NR6A1 GCNF,"Nuclear hormone receptor family, NR6 subfamily"
Q8WV22,NSE1_HUMAN,NSMCE1 HSPC333 HSPC337,NSE1 family
Q8N4B5,PRR18_HUMAN,PRR18,
Q96S44,PRPK_HUMAN,TP53RK C20orf64 PRPK,"Protein kinase superfamily, BUD32 family"
Q53SZ7,PRR30_HUMAN,PRR30 C2orf53,
Q6MZQ0,PRR5L_HUMAN,PRR5L PROTOR2,PROTOR family
P15559,NQO1_HUMAN,NQO1 DIA4 NMOR1,NAD(P)H dehydrogenase (quinone) family
Q7Z494,NPHP3_HUMAN,NPHP3 KIAA2000,
Q92617,NPIB3_HUMAN,NPIPB3 KIAA0220 NPIPL3,NPIP family
P0C0P6,NPS_HUMAN,NPS,
Q8NGX8,OR6Y1_HUMAN,OR6Y1 OR6Y2,G-protein coupled receptor 1 family
O75161,NPHP4_HUMAN,NPHP4 KIAA0673,NPHP4 family
Q02509,OC90_HUMAN,OC90 PLA2L,Phospholipase A2 family
Q9Y3B8,ORN_HUMAN,REXO2 SFN SMFN CGI-114,Oligoribonuclease family
Q8NGC5,OR6J1_HUMAN,OR6J1 OR6J2,G-protein coupled receptor 1 family
Q5TC84,OGRL1_HUMAN,OGFRL1,Opioid growth factor receptor family
P0C7N1,OR8U8_HUMAN,OR8U8,G-protein coupled receptor 1 family
Q9P2P1,NYNRI_HUMAN,NYNRIN CGIN1 KIAA1305,
Q96NG3,ODAD4_HUMAN,ODAD4 TTC25,
Q8NGP2,OR8J1_HUMAN,OR8J1,G-protein coupled receptor 1 family
Q9UGF7,O12D3_HUMAN,OR12D3,G-protein coupled receptor 1 family
Q8NG92,O13H1_HUMAN,OR13H1,G-protein coupled receptor 1 family
Q8NGB4,OR4S1_HUMAN,OR4S1,G-protein coupled receptor 1 family
Q8NGH9,O52E4_HUMAN,OR52E4,G-protein coupled receptor 1 family
Q8NH49,OR4X1_HUMAN,OR4X1,G-protein coupled receptor 1 family
Q8NG97,OR2Z1_HUMAN,OR2Z1 OR2Z2,G-protein coupled receptor 1 family
Q8NGH8,O56A4_HUMAN,OR56A4,G-protein coupled receptor 1 family
Q5T2D3,OTUD3_HUMAN,OTUD3 KIAA0459,
P26367,PAX6_HUMAN,PAX6 AN2,Paired homeobox family
A6NGG8,PCARE_HUMAN,PCARE C2orf71,
P18509,PACA_HUMAN,ADCYAP1,Glucagon family
Q9Y5G6,PCDG7_HUMAN,PCDHGA7,
Q8TDS5,OXER1_HUMAN,OXER1 GPR170 TG1019,G-protein coupled receptor 1 family
Q99487,PAFA2_HUMAN,PAFAH2,Serine esterase family
I0J062,PANO1_HUMAN,PANO1 PANO,
Q9BSM1,PCGF1_HUMAN,PCGF1 NSPC1 RNF68,
B3GLJ2,PATE3_HUMAN,PATE3,PATE family
P11498,PYC_HUMAN,PC,
Q9H3D4,P63_HUMAN,TP63 KET P63 P73H P73L TP73L,P53 family
Q16342,PDCD2_HUMAN,PDCD2 RP8 ZMYND7,
O15496,PA2GX_HUMAN,PLA2G10,Phospholipase A2 family
Q9BRP1,PDD2L_HUMAN,PDCD2L,
P13674,P4HA1_HUMAN,P4HA1 P4HA,P4HA family
Q9BTK6,PAGR1_HUMAN,PAGR1 C16orf53 PA1,
Q8NHP8,PLBL2_HUMAN,PLBD2,Phospholipase B-like family
O15120,PLCB_HUMAN,AGPAT2,1-acyl-sn-glycerol-3-phosphate acyltransferase family
P19174,PLCG1_HUMAN,PLCG1 PLC1,
Q9HBV1,POPD3_HUMAN,POPDC3 POP3,Popeye family
O60664,PLIN3_HUMAN,PLIN3 M6PRBP1 TIP47,Perilipin family
Q9BSJ6,PIMRE_HUMAN,PIMREG CATS FAM64A RCS1,
Q96KN3,PKNX2_HUMAN,PKNOX2 PREP2,TALE/MEIS homeobox family
P98161,PKD1_HUMAN,PKD1,Polycystin family
Q9H3Y8,PPDPF_HUMAN,PPDPF C20orf149 EXPDF,PPDPF family
Q6ZSY5,PPR3F_HUMAN,PPP1R3F,
O96001,PPR17_HUMAN,PPP1R17 C7orf16 GSBS,
Q9UNP9,PPIE_HUMAN,PPIE CYP33,"Cyclophilin-type PPIase family, PPIase E subfamily"
Q9Y3C6,PPIL1_HUMAN,PPIL1 CYPL1 CGI-124 UNQ2425/PRO4984,"Cyclophilin-type PPIase family, PPIL1 subfamily"
Q13356,PPIL2_HUMAN,PPIL2,"Cyclophilin-type PPIase family, PPIL2 subfamily"
Q15256,PTPRR_HUMAN,PTPRR ECPTP PTPRQ,"Protein-tyrosine phosphatase family, Receptor class 7 subfamily"
O15067,PUR4_HUMAN,PFAS KIAA0361,FGAMS family
Q06124,PTN11_HUMAN,PTPN11 PTP2C SHPTP2,"Protein-tyrosine phosphatase family, Non-receptor class 2 subfamily"
Q7RTV5,PXL2C_HUMAN,PRXL2C AAED1 C9orf21,"Peroxiredoxin-like PRXL2 family, PRXL2C subfamily"
Q86SE5,RALYL_HUMAN,RALYL HNRPCL3,"RRM HNRPC family, RALY subfamily"
Q9NS23,RASF1_HUMAN,RASSF1 RDA32,
Q9UNT1,RBL2B_HUMAN,RABL2B,"Small GTPase superfamily, Rab family"
P18754,RCC1_HUMAN,RCC1 CHC1,
Q92928,RAB1C_HUMAN,RAB1C,"Small GTPase superfamily, Rab family"
P61106,RAB14_HUMAN,RAB14,"Small GTPase superfamily, Rab family"
Q92781,RDH5_HUMAN,RDH5 HSD17B9 RDH1 SDR9C5,Short-chain dehydrogenases/reductases (SDR) family
P51157,RAB28_HUMAN,RAB28,"Small GTPase superfamily, Rab family"
Q8IUF8,RIOX2_HUMAN,RIOX2 MDIG MINA MINA53 NO52,"ROX family, MINA53 subfamily"
Q9BPW5,RSLBB_HUMAN,RASL11B,"Small GTPase superfamily, Ras family"
Q8WXD0,RXFP2_HUMAN,RXFP2 GPR106 GREAT LGR8,G-protein coupled receptor 1 family
P82909,RT36_HUMAN,MRPS36 KGD4 DC47,
Q8NET4,RTL9_HUMAN,RTL9 KIAA1318 RGAG1,
P09234,RU1C_HUMAN,SNRPC,U1 small nuclear ribonucleoprotein C family
Q9Y2R9,RT07_HUMAN,MRPS7,Universal ribosomal protein uS7 family
Q5QGT7,RTP2_HUMAN,RTP2 Z3CXXC2,TMEM7 family
O76054,S14L2_HUMAN,SEC14L2 C22orf6 KIAA1186 KIAA1658,
Q9Y2R5,RT17_HUMAN,MRPS17 RPMS17 HSPC011,Universal ribosomal protein uS17 family
Q96DX8,RTP4_HUMAN,RTP4 IFRG28 Z3CXXC4,TMEM7 family
Q15413,RYR3_HUMAN,RYR3 HBRR,"Ryanodine receptor (TC 1.A.3.1) family, RYR3 subfamily"
P80511,S10AC_HUMAN,S100A12,S-100 family
Q99584,S10AD_HUMAN,S100A13,S-100 family
Q9P1P5,TAAR2_HUMAN,TAAR2 GPR58,G-protein coupled receptor 1 family
Q12770,SCAP_HUMAN,SCAP KIAA0199 PSEC0227,WD repeat SCAP family
Q9H2X9,S12A5_HUMAN,SLC12A5 KCC2 KIAA1176,SLC12A transporter family
P0C646,O52Z1_HUMAN,OR52Z1 OR52Z1P,G-protein coupled receptor 1 family
Q8NGC1,O11G2_HUMAN,OR11G2,G-protein coupled receptor 1 family
Q8NH59,O51Q1_HUMAN,OR51Q1,G-protein coupled receptor 1 family
Q8NGG2,OR5T2_HUMAN,OR5T2,G-protein coupled receptor 1 family
Q8NGJ2,O52H1_HUMAN,OR52H1,G-protein coupled receptor 1 family
A6NKK0,OR5H1_HUMAN,OR5H1,G-protein coupled receptor 1 family
Q9BZA8,PC11Y_HUMAN,PCDH11Y PCDH11 PCDH22 PCDHY,
A6NKN8,PC4L1_HUMAN,PCP4L1 IQM1,PCP4 family
Q96RR1,PEO1_HUMAN,TWNK C10orf2 PEO1,
Q8TAI7,REBL1_HUMAN,RHEBL1,"Small GTPase superfamily, Rheb family"
H3BUK9,POTB2_HUMAN,POTEB2,POTE family
Q9Y6A1,POMT1_HUMAN,POMT1,Glycosyltransferase 39 family
Q99575,POP1_HUMAN,POP1 KIAA0061,
Q96PV4,PNMA5_HUMAN,PNMA5 KIAA1934,PNMA family
P42336,PK3CA_HUMAN,PIK3CA,PI3/PI4-kinase family
Q9ULU4,PKCB1_HUMAN,ZMYND8 KIAA1125 PRKCBP1 RACK7,
P42338,PK3CB_HUMAN,PIK3CB PIK3C1,PI3/PI4-kinase family
A0PG75,PLS5_HUMAN,PLSCR5,Phospholipid scramblase family
Q9HCM2,PLXA4_HUMAN,PLXNA4 KIAA1550 PLXNA4A PLXNA4B UNQ2820/PRO34003,Plexin family
Q6ZV29,PLPL7_HUMAN,PNPLA7 C9orf111,NTE family
Q9HB19,PKHA2_HUMAN,PLEKHA2 TAPP2,
Q8IWW6,RHG12_HUMAN,ARHGAP12,
Q9HD89,RETN_HUMAN,RETN FIZZ3 HXCP1 RSTN UNQ407/PRO1199,Resistin/FIZZ family
Q9Y4D7,PLXD1_HUMAN,PLXND1 KIAA0620,Plexin family
P41247,PLPL4_HUMAN,PNPLA4 DXS1283E GS2,
Q9HB20,PKHA3_HUMAN,PLEKHA3 FAPP1,
Q8NC44,RETR2_HUMAN,RETREG2 C2orf17 FAM134A MAG2,RETREG family
Q8N392,RHG18_HUMAN,ARHGAP18,
P62714,PP2AB_HUMAN,PPP2CB,"PPP phosphatase family, PP-1 subfamily"
Q86YR6,POTED_HUMAN,POTED A26B3 ANKRD21 POTE,POTE family
Q9NZF1,PLAC8_HUMAN,PLAC8 BM-004,Cornifelin family
Q9P2F6,RHG20_HUMAN,ARHGAP20 KIAA1391,
P08F94,PKHD1_HUMAN,PKHD1 FCYT TIGM1,
Q8IVE3,PKHH2_HUMAN,PLEKHH2 KIAA2028,
Q8NA72,POC5_HUMAN,POC5 C5orf37,POC5 family
Q6PCD5,RFWD3_HUMAN,RFWD3 RNF201,
Q9BQ08,RETNB_HUMAN,RETNLB CCRG FIZZ2 HXCP2 RETNL2 UNQ408/PRO770,Resistin/FIZZ family
Q9GZR2,REXO4_HUMAN,REXO4 PMC2 XPMC2H,REXO4 family
P22670,RFX1_HUMAN,RFX1,RFX family
Q8TC59,PIWL2_HUMAN,PIWIL2 HILI,"Argonaute family, Piwi subfamily"
Q9UMS5,PHTF1_HUMAN,PHTF1 PHTF,
Q9BRB3,PIGQ_HUMAN,PIGQ GPI1,PIGQ family
Q7Z3Z3,PIWL3_HUMAN,PIWIL3,"Argonaute family, Piwi subfamily"
O75925,PIAS1_HUMAN,PIAS1 DDXBP1,PIAS family
Q7Z3Z4,PIWL4_HUMAN,PIWIL4 HIWI2 PIWI,"Argonaute family, Piwi subfamily"
Q5VXH5,PRAM7_HUMAN,PRAMEF7,PRAME family
Q86UA1,PRP39_HUMAN,PRPF39,PRP39 family
Q96NZ9,PRAP1_HUMAN,PRAP1 UPA UNQ608/PRO1195,
Q86YV5,PRAG1_HUMAN,PRAG1 SGK223,Protein kinase superfamily
Q9NQX1,PRDM5_HUMAN,PRDM5 PFM2,Class V-like SAM-binding methyltransferase superfamily
Q9NQV7,PRDM9_HUMAN,PRDM9 PFM6,Class V-like SAM-binding methyltransferase superfamily
Q9NQX0,PRDM6_HUMAN,PRDM6 PFM3,Class V-like SAM-binding methyltransferase superfamily
P0CG20,PRR35_HUMAN,PRR35 C16orf11,
P79522,PRR3_HUMAN,PRR3 CAT56,
Q13162,PRDX4_HUMAN,PRDX4,"Peroxiredoxin family, AhpC/Prx1 subfamily"
P58294,PROK1_HUMAN,PROK1 UNQ600/PRO1186,AVIT (prokineticin) family
O75360,PROP1_HUMAN,PROP1,Paired homeobox family
P60673,PROF3_HUMAN,PFN3,Profilin family
Q8IZ63,PRR22_HUMAN,PRR22,
Q8WY54,PPM1E_HUMAN,PPM1E CAMKN KIAA1072 POPX1,PP2C family
O15355,PPM1G_HUMAN,PPM1G PPM1C,PP2C family
Q96MI6,PPM1M_HUMAN,PPM1M PPM1E,PP2C family
P54821,PRRX1_HUMAN,PRRX1 PMX1,Paired homeobox family
C9JH25,PRRT4_HUMAN,PRRT4,
Q8N3J5,PPM1K_HUMAN,PPM1K PP2CM,PP2C family
Q9BQR3,PRS27_HUMAN,PRSS27 MPN UNQ1884/PRO4327,Peptidase S1 family
Q9UMS4,PRP19_HUMAN,PRPF19 NMP200 PRP19 SNEV,WD repeat PRP19 family
A0A1B0GVH4,PRS51_HUMAN,PRSS51,Peptidase S1 family
O14830,PPE2_HUMAN,PPEF2,PPP phosphatase family
O14829,PPE1_HUMAN,PPEF1 PPEF PPP7C,PPP phosphatase family
Q9H7J1,PPR3E_HUMAN,PPP1R3E,
P20472,PRVA_HUMAN,PVALB,Parvalbumin family
Q9H939,PPIP2_HUMAN,PSTPIP2,
Q9NY27,PP4R2_HUMAN,PPP4R2 SBBI57,PPP4R2 family
P22102,PUR2_HUMAN,GART PGFT PRGS,GARS family; AIR synthase family; GART family
Q16849,PTPRN_HUMAN,PTPRN ICA3 ICA512,"Protein-tyrosine phosphatase family, Receptor class 8 subfamily"
Q15293,RCN1_HUMAN,RCN1 RCN,CREC family
P11233,RALA_HUMAN,RALA RAL,"Small GTPase superfamily, Ras family"
P62081,RS7_HUMAN,RPS7,Eukaryotic ribosomal protein eS7 family
Q5T4T6,SYC2L_HUMAN,SYCP2L C6orf177 NO145,SYCP2 family
P62861,RS30_HUMAN,FAU,Eukaryotic ribosomal protein eS30 family
Q8TD47,RS4Y2_HUMAN,RPS4Y2 RPS4Y2P,Eukaryotic ribosomal protein eS4 family
Q2MKA7,RSPO1_HUMAN,RSPO1,R-spondin family
Q2I0M5,RSPO4_HUMAN,RSPO4 C20orf182,R-spondin family
Q7L4I2,RSRC2_HUMAN,RSRC2,RSRC2 family
Q6P087,RUSD3_HUMAN,RPUSD3,Pseudouridine synthase RluA family
Q9Y3I0,RTCB_HUMAN,RTCB C22orf28 HSPC117,RtcB family
Q96CM3,RUSD4_HUMAN,RPUSD4,Pseudouridine synthase RluA family
Q96S79,RSLAB_HUMAN,RASL10B,"Small GTPase superfamily, Ras family"
Q92541,RTF1_HUMAN,RTF1 KIAA0252,
A6NKG5,RTL1_HUMAN,RTL1 MAR1 MART1 PEG11,
Q9NQC3,RTN4_HUMAN,RTN4 KIAA0886 NOGO My043 SP1507,
Q92503,S14L1_HUMAN,SEC14L1 SEC14L,
Q16348,S15A2_HUMAN,SLC15A2 PEPT2,"Major facilitator superfamily, Proton-dependent oligopeptide transporter (POT/PTR) (TC 2.A.17) family"
Q9UDX3,S14L4_HUMAN,SEC14L4 TAP3,
Q9Y224,RTRAF_HUMAN,RTRAF C14orf166 CGI-99,RTRAF family
Q96C34,RUND1_HUMAN,RUNDC1 LP5161,
P82664,RT10_HUMAN,MRPS10 MSTP040,Universal ribosomal protein uS10 family
Q6XYQ8,SYT10_HUMAN,SYT10,Synaptotagmin family
Q9Y6J9,TAF6L_HUMAN,TAF6L PAF65A,TAF6 family
Q9BT88,SYT11_HUMAN,SYT11 KIAA0080,Synaptotagmin family
A6NDD5,SYN1L_HUMAN,SYNDIG1L TMEM90A,CD225/Dispanin family
Q7L8C5,SYT13_HUMAN,SYT13 KIAA1427,Synaptotagmin family
Q86UC2,RSPH3_HUMAN,RSPH3 RSHL2 RSP3,Flagellar radial spoke RSP3 family
Q8NB59,SYT14_HUMAN,SYT14,Synaptotagmin family
Q9BQS2,SYT15_HUMAN,SYT15,Synaptotagmin family
O14994,SYN3_HUMAN,SYN3,Synapsin family
Q96EM0,T3HPD_HUMAN,L3HYPDH C14orf149,Proline racemase family
Q7Z7C8,TAF8_HUMAN,TAF8 TAFII43 TBN,TAF8 family
O43776,SYNC_HUMAN,NARS1 NARS NRS,Class-II aminoacyl-tRNA synthetase family
P21579,SYT1_HUMAN,SYT1 SVP65 SYT,Synaptotagmin family
Q9HBM6,TAF9B_HUMAN,TAF9B TAF9L,TAF9 family
Q8NF91,SYNE1_HUMAN,SYNE1 C6orf98 KIAA0796 KIAA1262 KIAA1756 MYNE1,Nesprin family
Q16594,TAF9_HUMAN,TAF9 TAF2G TAFII31,TAF9 family
Q8WXH0,SYNE2_HUMAN,SYNE2 KIAA1011 NUA,Nesprin family
Q7Z5A9,TAFA1_HUMAN,TAFA1 FAM19A1,TAFA family
Q8N9I0,SYT2_HUMAN,SYT2,Synaptotagmin family
Q96CE8,T4S18_HUMAN,TM4SF18,L6 tetraspanin family
Q8N3H0,TAFA2_HUMAN,TAFA2 FAM19A2,TAFA family
Q6ZMZ3,SYNE3_HUMAN,SYNE3 C14orf139 C14orf49 LINC00341,Nesprin family
Q96DZ7,T4S19_HUMAN,TM4SF19 OCTM4,L6 tetraspanin family
P30408,T4S1_HUMAN,TM4SF1 M3S1 TAAL6,L6 tetraspanin family
Q7Z5A8,TAFA3_HUMAN,TAFA3 FAM19A3,TAFA family
Q8N205,SYNE4_HUMAN,SYNE4 C19orf46,Nesprin family
Q96LR4,TAFA4_HUMAN,TAFA4 FAM19A4,TAFA family
Q9BQG1,SYT3_HUMAN,SYT3,Synaptotagmin family
Q53R12,T4S20_HUMAN,TM4SF20 UNQ518/PRO994,L6 tetraspanin family
O15061,SYNEM_HUMAN,SYNM DMN KIAA0353 SYN,Intermediate filament family
P48230,T4S4_HUMAN,TM4SF4 ILTMP,L6 tetraspanin family
Q7Z5A7,TAFA5_HUMAN,TAFA5 FAM19A5 UNQ5208/PRO34524,TAFA family
O14894,T4S5_HUMAN,TM4SF5,L6 tetraspanin family
Q9H7V2,SYNG1_HUMAN,SYNDIG1 C20orf39 TMEM90B,CD225/Dispanin family
Q9H2B2,SYT4_HUMAN,SYT4 KIAA1342,Synaptotagmin family
Q9ULZ0,T53G3_HUMAN,TP53TG3 TP53TG3A; TP53TG3B; TP53TG3C; TP53TG3D; TP53TG3E; TP53TG3F,
Q9Y2B4,T53G5_HUMAN,TP53TG5 C20orf10,
Q96A56,T53I1_HUMAN,TP53INP1 P53DINP1 SIP,
O43426,SYNJ1_HUMAN,SYNJ1 KIAA0910,"Synaptojanin family; Inositol 1,4,5-trisphosphate 5-phosphatase family"
O00445,SYT5_HUMAN,SYT5,Synaptotagmin family
Q8IXH6,T53I2_HUMAN,TP53INP2 C20orf110 DOR PINH,
O15056,SYNJ2_HUMAN,SYNJ2 KIAA0348,"Synaptojanin family; Inositol 1,4,5-trisphosphate 5-phosphatase family"
Q5T7P8,SYT6_HUMAN,SYT6,Synaptotagmin family
Q8N103,TAGAP_HUMAN,TAGAP TAGAP1 FKSG15,
O43581,SYT7_HUMAN,SYT7 PCANAP7,Synaptotagmin family
Q96I59,SYNM_HUMAN,NARS2,Class-II aminoacyl-tRNA synthetase family
Q9Y4F4,TGRM1_HUMAN,TOGARAM1 FAM179B KIAA0423,Crescerin family
P00734,THRB_HUMAN,F2,Peptidase S1 family
Q6ZUX3,TGRM2_HUMAN,TOGARAM2 FAM179A,Crescerin family
Q15569,TESK1_HUMAN,TESK1,"Protein kinase superfamily, TKL Ser/Thr protein kinase family"
P31483,TIA1_HUMAN,TIA1,
O95411,TIAF1_HUMAN,TIAF1,
Q96S53,TESK2_HUMAN,TESK2,"Protein kinase superfamily, TKL Ser/Thr protein kinase family"
Q8NBV8,SYT8_HUMAN,SYT8,Synaptotagmin family
Q86SS6,SYT9_HUMAN,SYT9,Synaptotagmin family
A6NK97,S22AK_HUMAN,SLC22A20P OAT6 SLC22A20,"Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family"
Q96NU1,SAM11_HUMAN,SAMD11,
Q9P283,SEM5B_HUMAN,SEMA5B KIAA1445 SEMAG UNQ5867/PRO34001,Semaphorin family
P43007,SATT_HUMAN,SLC1A4 ASCT1 SATT,"Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23) family, SLC1A4 subfamily"
Q13009,TIAM1_HUMAN,TIAM1,TIAM family
Q9H3T2,SEM6C_HUMAN,SEMA6C KIAA1869 SEMAY,Semaphorin family
Q9BY50,SC11C_HUMAN,SEC11C SEC11L3 SPC21 SPCS4C,Peptidase S26B family
P0C7V7,SC11B_HUMAN,SEC11B SEC11L2 SPCS4B,Peptidase S26B family
Q6SPF0,SAMD1_HUMAN,SAMD1,
Q02383,SEMG2_HUMAN,SEMG2,Semenogelin family
Q92748,THRSP_HUMAN,THRSP,SPOT14 family
Q6ZVN7,SEML_HUMAN,SEM1 C7orf76,
Q15437,SC23B_HUMAN,SEC23B,"SEC23/SEC24 family, SEC23 subfamily"
A4IF30,S35F4_HUMAN,SLC35F4 C14orf36,SLC35F solute transporter family
Q96AG3,S2546_HUMAN,SLC25A46 TB1,Mitochondrial carrier (TC 2.A.29) family
Q8N5S1,S2541_HUMAN,SLC25A41,Mitochondrial carrier (TC 2.A.29) family
Q9Y6D0,SELK_HUMAN,SELENOK SELK HSPC030 HSPC297,Selenoprotein K family
Q9NP94,S39A2_HUMAN,SLC39A2 ZIP2,ZIP transporter (TC 2.A.5) family
Q7Z6K1,THAP5_HUMAN,THAP5,
Q7LBE3,S26A9_HUMAN,SLC26A9,SLC26A/SulP transporter (TC 2.A.53) family
Q5SQS7,SH24B_HUMAN,SH2D4B,
Q9Y6E7,SIR4_HUMAN,SIRT4 SIR2L4,"Sirtuin family, Class II subfamily"
Q9Y6L6,SO1B1_HUMAN,SLCO1B1 LST1 OATP1B1 OATP2 OATPC SLC21A6,Organo anion transporter (TC 2.A.60) family
Q8N386,LRC25_HUMAN,LRRC25 MAPA UNQ6169/PRO20174,
Q68CR7,LRC66_HUMAN,LRRC66,
P0CW20,LIMS4_HUMAN,LIMS4 LIMS3L,
P16050,LOX15_HUMAN,ALOX15 LOG15,Lipoxygenase family
P48059,LIMS1_HUMAN,LIMS1 PINCH PINCH1,
Q6P9F7,LRC8B_HUMAN,LRRC8B KIAA0231 UNQ6413/PRO21207,LRRC8 family
Q9BYJ1,LOXE3_HUMAN,ALOXE3,Lipoxygenase family
Q86YD5,LRAD3_HUMAN,LDLRAD3 LRAD3,LDLR family
O00453,LST1_HUMAN,LST1 B144,LST1 family
Q99677,LPAR4_HUMAN,LPAR4 GPR23 LPA4 P2RY9,G-protein coupled receptor 1 family
Q9BQK8,LPIN3_HUMAN,LPIN3 LIPN3L,Lipin family
Q9NPC1,LT4R2_HUMAN,LTB4R2 BLT2R BLTR2,G-protein coupled receptor 1 family
P43657,LPAR6_HUMAN,LPAR6 P2RY5,G-protein coupled receptor 1 family
P0C2Y1,NBPF7_HUMAN,NBPF7P NBPF7,NBPF family
Q53EV4,LRC23_HUMAN,LRRC23 LRPB7,
Q8NI32,LPD6B_HUMAN,LYPD6B,
Q14766,LTBP1_HUMAN,LTBP1,LTBP family
Q5W064,LIPJ_HUMAN,LIPJ LIPL1,"AB hydrolase superfamily, Lipase family"
Q14767,LTBP2_HUMAN,LTBP2 C14orf141 LTBP3,LTBP family
B0I1T2,MYO1G_HUMAN,MYO1G HA2,"TRAFAC class myosin-kinesin ATPase superfamily, Myosin family"
Q8N2S1,LTBP4_HUMAN,LTBP4,LTBP family
Q8IVB5,LIX1L_HUMAN,LIX1L,LIX1 family
A0A0A0MT76,LJ01_HUMAN,IGLJ1,
P16233,LIPP_HUMAN,PNLIP,"AB hydrolase superfamily, Lipase family"
Q6ZUX7,LHPL2_HUMAN,LHFPL2 KIAA0206,LHFP family
Q4KMZ8,NKAI1_HUMAN,NKAIN1 FAM77C,NKAIN family
Q96EH3,MASU1_HUMAN,MALSU1 C7orf30,Iojap/RsfS family
Q15528,MED22_HUMAN,MED22 SURF5,Mediator complex subunit 22 family
Q9NPJ6,MED4_HUMAN,MED4 ARC36 DRIP36 VDRIP HSPC126,Mediator complex subunit 4 family
A8MYZ0,MIY4B_HUMAN,MINDY4B C3orf76 FAM188B2,"MINDY deubiquitinase family, FAM188 subfamily"
Q6P9B6,MEAK7_HUMAN,MEAK7 KIAA1609 TLDC1,
Q13163,MP2K5_HUMAN,MAP2K5 MEK5 MKK5 PRKMK5,"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase subfamily"
P45985,MP2K4_HUMAN,MAP2K4 JNKK1 MEK4 MKK4 PRKMK4 SEK1 SERK1 SKK1,"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase subfamily"
Q5VT25,MRCKA_HUMAN,CDC42BPA KIAA0451,"Protein kinase superfamily, AGC Ser/Thr protein kinase family, DMPK subfamily"
Q8TE76,MORC4_HUMAN,MORC4 ZCW4 ZCWCC2,
O14770,MEIS2_HUMAN,MEIS2 MRG1,TALE/MEIS homeobox family
O96007,MOC2B_HUMAN,MOCS2 MCBPE MOCO1,"MoaE family, MOCS2B subfamily"
Q9BXW4,MLP3C_HUMAN,MAP1LC3C,ATG8 family
O60487,MPZL2_HUMAN,MPZL2 EVA EVA1 UNQ606/PRO1192,Myelin P0 protein family
O15427,MOT4_HUMAN,SLC16A3 MCT4,"Major facilitator superfamily, Monocarboxylate porter (TC 2.A.1.13) family"
Q96RC9,OR8B4_HUMAN,OR8B4 OR8B4P,G-protein coupled receptor 1 family
Q00325,MPCP_HUMAN,SLC25A3 PHC OK/SW-cl.48,Mitochondrial carrier (TC 2.A.29) family
Q86VF5,MOGT3_HUMAN,MOGAT3 DC7 DGAT2L7 UNQ9383/PRO34208,Diacylglycerol acyltransferase family
Q96JB8,MPP4_HUMAN,MPP4 ALS2CR5 DLG6,MAGUK family
Q8N628,OR2C3_HUMAN,OR2C3 OR2C4 OR2C5P,G-protein coupled receptor 1 family
Q9H492,MLP3A_HUMAN,MAP1LC3A,ATG8 family
Q9UHQ9,NB5R1_HUMAN,CYB5R1 NQO3A2 UNQ3049/PRO9865,Flavoprotein pyridine nucleotide cytochrome reductase family
Q9Y619,ORNT1_HUMAN,SLC25A15 ORC1 ORNT1 SP1855,Mitochondrial carrier (TC 2.A.29) family
